route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,141.805,9385.41,143.07,205.029
route_1,False,150.622,11006.14,161.69,229.817
route_2,False,152.317,11472.36,165.32,233.944
route_3,False,151.654,11697.51,167.77,237.153
route_4,False,145.766,13417.33,180.73,251.583
