route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,54.852,3662.67,60.97,88.971
route_1,False,60.098,4192.79,68.46,99.522
route_2,False,55.862,4635.13,64.51,90.533
route_3,False,77.873,5179.92,86.7,126.652
route_4,False,73.003,5146.8,83.43,121.114
route_5,False,84.858,5948.18,96.47,140.05
