route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,188.75,12676.11,189.9,271.1
route_1,False,191.433,13070.24,195.07,278.26
route_2,False,201.456,14012.27,207.97,296.288
route_3,False,204.417,14387.38,213.01,303.294
route_4,False,211.151,14912.88,220.62,314.071
route_5,False,220.244,15582.58,228.92,325.382
