pair_index,origin_lat,origin_lon,destination_lat,destination_lon,error,route_id,distance_km,duration_s,monetary_cost,emissions_kg,avg_speed_kmh,selected
0,51.752,-1.2577,52.2053,0.1218,,route_0,161.96,11026.93,164.89,235.314,52.88,False
0,51.752,-1.2577,52.2053,0.1218,,route_2,138.961,11317.4,158.26,222.351,44.2,True
0,51.752,-1.2577,52.2053,0.1218,,route_1,161.437,11210.5,166.71,237.602,51.84,False
0,51.752,-1.2577,52.2053,0.1218,,route_3,165.357,11772.71,173.52,246.826,50.56,False
0,51.752,-1.2577,52.2053,0.1218,,route_4,170.41,12762.37,184.48,261.245,48.07,False
0,51.752,-1.2577,52.2053,0.1218,,route_5,175.992,14092.48,195.17,273.575,44.96,False
