route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,188.75,12676.11,189.9,271.1
route_1,False,201.456,14012.27,207.97,296.288
route_2,False,211.151,14912.88,220.62,314.071
route_3,False,215.925,15717.2,228.06,323.235
route_4,False,232.647,16250.95,240.71,342.777
route_5,False,243.222,16703.91,249.9,356.661
