route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,False,161.437,9893.48,169.47,248.682
route_1,True,138.961,9981.79,154.24,221.694
route_2,False,165.357,10385.67,176.06,257.847
route_3,False,170.41,11275.08,185.64,270.331
route_4,False,175.992,12501.24,194.51,279.977
