route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,188.75,9825.83,193.73,267.526
route_6,False,243.222,12950.33,243.23,333.216
route_5,False,232.647,12594.71,234.59,320.913
route_2,False,201.456,10855.13,205.04,281.162
route_4,False,215.925,12204.37,216.75,294.04
