route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,320.716,21215.18,319.72,457.042
route_1,False,348.909,24128.87,359.04,511.81
route_2,False,353.893,24622.52,363.78,517.724
route_3,False,351.369,24831.01,365.04,518.935
route_4,False,343.071,24860.79,361.99,513.478
route_5,False,364.75,25378.77,375.36,534.332
