route_id,selected,distance_km,duration_s,monetary_cost,emissions_kg
route_0,True,190.021,12775.94,191.65,273.692
route_1,False,211.525,15124.46,221.6,314.778
route_2,False,234.553,16868.16,247.23,351.209
route_3,False,242.574,17656.56,254.56,360.259
route_4,False,239.497,17691.36,255.84,362.326
route_5,False,224.994,17839.83,252.22,355.311
