"od_id","origin_lat","origin_lon","destination_lat","destination_lon","straight_line_km","distance_bin","profile_id","corpus_group","weight_time","weight_money","weight_co2","scenario_mode","weather_profile","weather_intensity","departure_time_utc","stochastic_enabled","stochastic_samples","search_budget","evidence_budget","world_count","certificate_threshold","tau_stop","max_alternatives","optimization_mode","ambiguity_index","candidate_probe_path_count","candidate_probe_corridor_family_count","candidate_probe_objective_spread","candidate_probe_nominal_margin","ambiguity_prior_source","ambiguity_prior_sample_count","origin_region_bucket","destination_region_bucket","corridor_bucket","od_ambiguity_index","candidate_probe_family_diversity","candidate_probe_engine_disagreement_prior","hard_case_prior","ambiguity_prior_nonzero","candidate_probe_toll_disagreement_rate","ambiguity_prior_support_count","trip_length_bin","seed","corpus_kind","row_overrides","od_ambiguity_source_count","od_ambiguity_source_mix","od_ambiguity_confidence","od_ambiguity_support_ratio","od_ambiguity_source_mix_count","od_ambiguity_source_entropy","od_ambiguity_prior_strength","od_ambiguity_family_density","od_ambiguity_margin_pressure","od_ambiguity_spread_pressure","od_ambiguity_toll_instability","ambiguity_budget_prior","ambiguity_budget_prior_gap","budget_prior_exceeds_raw","candidate_probe_path_sufficiency","candidate_probe_top2_gap_pressure"
"cardiff_bristol","51.4816","-3.1791","51.4545","-2.5879","41.062429","30-100 km","ambiguity_shorthaul_b","ambiguity","1.10","1.00","1.40","partial_sharing","clear","1.0","2026-03-21T09:30:00Z","true","56","5","3","80","0.80","0.020","8","robust","0.420932","10","3","0.5","0.010454","historical_results_bootstrap","8","south","south","south_to_south|east_west","0.420932","0.39","0.701919","0.692693","True","","4","","","","","1","{""historical_results_bootstrap"":8}","0.7515","0.484603","1","0.0","0.420932","0.3","0.989546","0.5","0.0","0.701919","0.280987","True","1.0","1.0"
"london_manchester","51.5074","-0.1278","53.4808","-2.2426","261.982808","250+ km","representative_longhaul_h","representative","1.05","1.00","1.05","no_sharing","clear","1.0","2026-03-21T16:00:00Z","true","48","5","2","72","0.82","0.015","10","robust","0.32","14","1","0.32","1.0","repo_local_geometry_backfill,historical_results_bootstrap","12","south","midlands","south_to_midlands|diagonal","0.32","0.039286","0.370435","0.363736","True","0.0","4","","","","","2","{""historical_results_bootstrap"":12,""repo_local_geometry_backfill"":4}","0.8015","0.458441","2","0.811278","0.32","0.071429","0.0","0.32","0.0","0.370435","0.050435","True","1.0","1.0"
